 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_B                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_D                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_Mu                               |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/Particle2VertexRelations                     |       13 |      13         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/Particles                                    |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/VertexIsoInfo_B                              |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/VertexIsoInfo_D                              |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/decayVertices                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_1                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_2                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_3                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_4                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_B                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_D                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar08_Mu                                 |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_1                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_2                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_3                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_4                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_B                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_D                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar10_Mu                                 |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_1                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_2                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_3                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_4                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_B                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_D                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar13_Mu                                 |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_1                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_2                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_3                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_4                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_B                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_D                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/P2ConeVar17_Mu                                 |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/Particle2VertexRelations                       |       29 |     9.7+-0.7    | 1.2     |    8 | 11     |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/Particles                                      |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/VertexIsoInfo_B                                |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/VertexIsoInfo_D                                |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuX4PiCharmFromBSemiLine/decayVertices                                  |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/b2D0MuXHHPi0CharmFromBSemiLine/Particle2VertexRelations                     |      608 |    11.5+-0.6    | 4.6     |    7 | 30     |
 | *Charm/Phys/b2D0MuXHHPi0CharmFromBSemiLine/Particles                                    |       79 |     1.5+-0.1    | 1.0     |    1 | 7      |
 | *Charm/Phys/b2D0MuXHHPi0CharmFromBSemiLine/decayVertices                                |       79 |     1.5+-0.1    | 1.0     |    1 | 7      |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_1                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_2                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_3                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_4                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_B                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_D                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar08_Mu                                |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_1                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_2                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_3                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_4                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_B                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_D                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar10_Mu                                |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_1                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_2                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_3                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_4                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_B                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_D                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar13_Mu                                |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_1                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_2                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_3                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_4                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_B                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_D                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/P2ConeVar17_Mu                                |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/Particle2VertexRelations                      |      133 |     7.4+-0.2    | 0.7     |    7 | 9      |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/Particles                                     |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/VertexIsoInfo_B                               |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/VertexIsoInfo_D                               |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXK3PiCharmFromBSemiLine/decayVertices                                 |       18 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuXKKGammaCharmFromBSemiLine/Particle2VertexRelations                   |        7 |       7         |         |      |        |
 | *Charm/Phys/b2D0MuXKKGammaCharmFromBSemiLine/Particles                                  |        1 |       1         |         |      |        |
